make,model,year,mileage,color,state,date,price
Nissan,Cruze,2010,80620,silver,FL,02:01.6,48811
Toyota,Camry,2010,51751,black,FL,02:01.6,15292
Honda,Cruze,2011,48055,white,NY,02:01.6,12302
Toyota,Accord,2012,78787,black,FL,02:01.6,29497
Chevrolet,Fusion,2016,11007,silver,CA,02:01.6,10037
Honda,Fusion,2013,46262,red,IL,02:01.6,44387
Toyota,Altima,2016,70914,silver,NY,02:01.6,43582
Nissan,Camry,2016,69423,blue,CA,02:01.6,34455
Honda,Cruze,2011,41943,black,CA,02:01.6,39729
Nissan,Fusion,2018,30045,white,NY,02:01.6,10818
Ford,Camry,2013,44049,silver,CA,02:01.6,47437
Toyota,Cruze,2010,53089,black,CA,02:01.6,37810
Ford,Fusion,2018,60892,black,TX,02:01.6,48490
Chevrolet,Accord,2018,47264,red,CA,02:01.6,12039
Ford,Altima,2014,82471,white,IL,02:01.6,44781
Toyota,Camry,2013,77107,white,CA,02:01.6,45393
Toyota,Fusion,2011,64371,black,TX,02:01.6,37039
Toyota,Camry,2016,41292,blue,FL,02:01.6,25734
Toyota,Accord,2016,30406,blue,IL,02:01.6,49110
Honda,Accord,2018,20374,silver,NY,02:01.6,32248
Chevrolet,Altima,2014,84439,silver,IL,02:01.6,42702
Chevrolet,Accord,2018,26933,silver,TX,02:01.6,21813
Honda,Altima,2017,25154,red,FL,02:01.6,43139
Chevrolet,Accord,2017,68264,white,TX,02:01.6,15632
Nissan,Cruze,2016,17417,silver,IL,02:01.6,30832
Honda,Accord,2011,68878,blue,TX,02:01.6,10801
Chevrolet,Cruze,2010,99313,black,CA,02:01.6,31827
Chevrolet,Cruze,2011,99157,white,TX,02:01.6,37488
Toyota,Cruze,2017,19882,red,IL,02:01.6,34176
Chevrolet,Altima,2011,77718,blue,CA,02:01.6,40297
Nissan,Fusion,2012,83613,silver,TX,02:01.6,43492
Ford,Cruze,2016,95349,red,NY,02:01.6,26655
Toyota,Accord,2017,23744,silver,IL,02:01.6,10359
Ford,Camry,2012,39212,white,TX,02:01.6,25049
Honda,Cruze,2013,43679,red,FL,02:01.6,41753
Nissan,Fusion,2017,44843,red,FL,02:01.6,14642
Honda,Fusion,2014,55370,white,CA,02:01.6,23514
Nissan,Cruze,2012,33608,red,CA,02:01.6,15420
Honda,Cruze,2013,41146,red,IL,02:01.6,27168
Toyota,Camry,2012,91479,red,CA,02:01.6,21942
Toyota,Camry,2014,11826,silver,FL,02:01.6,15233
Nissan,Accord,2010,67352,red,TX,02:01.6,33656
Ford,Fusion,2015,95389,black,CA,02:01.6,10597
Honda,Altima,2015,36692,blue,FL,02:01.6,19594
Nissan,Camry,2018,78412,red,TX,02:01.6,46579
Nissan,Fusion,2011,72772,red,FL,02:01.6,40874
Chevrolet,Cruze,2015,21945,black,CA,02:01.6,22364
Nissan,Altima,2013,89404,silver,FL,02:01.6,20034
Toyota,Altima,2011,86857,white,FL,02:01.6,47153
Honda,Cruze,2011,51408,silver,CA,02:01.6,46098
Nissan,Camry,2017,52698,white,NY,02:01.6,40546
Nissan,Accord,2012,65905,blue,TX,02:01.6,18361
Nissan,Camry,2011,61562,red,FL,02:01.6,38042
Nissan,Camry,2015,45506,blue,NY,02:01.6,19191
Nissan,Fusion,2018,55439,black,NY,02:01.6,26857
Toyota,Cruze,2010,26672,white,NY,02:01.6,21328
Nissan,Camry,2013,88226,red,TX,02:01.6,35412
Honda,Camry,2016,12078,silver,FL,02:01.6,22661
Ford,Accord,2010,76312,blue,FL,02:01.6,30185
Honda,Fusion,2013,32028,white,CA,02:01.6,19385
Ford,Cruze,2015,71186,black,NY,02:01.6,29725
Toyota,Cruze,2010,59107,red,FL,02:01.6,42947
Toyota,Altima,2015,10303,red,TX,02:01.6,25373
Ford,Cruze,2016,46844,black,CA,02:01.6,42021
Nissan,Cruze,2013,14868,red,TX,02:01.6,14767
Nissan,Fusion,2015,76925,black,TX,02:01.6,13588
Ford,Fusion,2014,60439,white,CA,02:01.6,42147
Toyota,Altima,2015,88831,blue,NY,02:01.6,39761
Nissan,Fusion,2012,87705,red,FL,02:01.6,31326
Toyota,Accord,2014,83357,blue,FL,02:01.6,37597
Honda,Accord,2011,21252,red,TX,02:01.6,34768
Nissan,Cruze,2010,69244,blue,FL,02:01.6,19275
Toyota,Accord,2011,64820,blue,TX,02:01.6,13491
Nissan,Accord,2012,67415,white,FL,02:01.6,15599
Nissan,Camry,2014,76909,silver,NY,02:01.6,42120
Nissan,Accord,2017,99295,red,CA,02:01.6,27393
Ford,Camry,2012,81956,white,FL,02:01.6,43827
Chevrolet,Camry,2013,85479,red,TX,02:01.6,26708
Nissan,Camry,2018,43681,silver,TX,02:01.6,40150
Toyota,Fusion,2013,83539,white,TX,02:01.6,44056
Honda,Camry,2014,55340,red,TX,02:01.6,29126
Toyota,Altima,2017,34037,white,NY,02:01.6,32689
Ford,Altima,2018,50612,red,IL,02:01.6,36340
Honda,Altima,2014,78020,silver,TX,02:01.6,24800
Nissan,Altima,2010,14607,black,IL,02:01.6,25740
Ford,Altima,2014,29361,black,CA,02:01.6,33129
Toyota,Fusion,2015,61145,black,TX,02:01.6,35547
Honda,Cruze,2018,63917,red,TX,02:01.6,47289
Nissan,Cruze,2013,79173,red,TX,02:01.6,30198
Ford,Camry,2015,62543,blue,FL,02:01.6,41175
Ford,Altima,2012,72734,black,CA,02:01.6,49359
Toyota,Cruze,2013,64109,blue,TX,02:01.6,28550
Honda,Accord,2014,29235,white,NY,02:01.6,38523
Chevrolet,Fusion,2012,63631,silver,NY,02:01.6,11322
Chevrolet,Fusion,2013,20860,red,IL,02:01.6,42545
Toyota,Cruze,2016,45157,blue,TX,02:01.6,24604
Chevrolet,Fusion,2015,79367,blue,IL,02:01.6,36525
Ford,Fusion,2014,33947,silver,CA,02:01.6,37357
Toyota,Altima,2010,47125,silver,FL,02:01.6,17037
Nissan,Altima,2011,81900,silver,TX,02:01.6,31919
Nissan,Accord,2010,14612,blue,FL,02:01.6,40669
Chevrolet,Cruze,2013,61729,black,NY,02:01.6,17964
Nissan,Accord,2015,77883,red,IL,02:01.6,25144
Chevrolet,Fusion,2018,22734,black,NY,02:01.6,16436
Toyota,Fusion,2010,42753,black,FL,02:01.6,20233
Honda,Camry,2010,25031,white,IL,02:01.6,24719
Nissan,Fusion,2017,52939,blue,NY,02:01.6,37724
Chevrolet,Accord,2010,42308,silver,IL,02:01.6,19859
Toyota,Accord,2010,24981,blue,IL,02:01.6,26856
Nissan,Cruze,2014,37344,blue,NY,02:01.6,35309
Honda,Altima,2011,36640,red,CA,02:01.6,41110
Toyota,Camry,2012,47575,silver,TX,02:01.6,40248
Ford,Fusion,2014,53501,white,FL,02:01.6,42544
Chevrolet,Cruze,2015,63258,black,CA,02:01.6,47168
Honda,Accord,2016,35405,white,IL,02:01.6,26922
Ford,Altima,2017,97052,blue,FL,02:01.6,22058
Nissan,Camry,2015,15089,black,FL,02:01.6,13881
Ford,Altima,2012,70500,blue,TX,02:01.6,35051
Honda,Camry,2011,14579,red,IL,02:01.6,15367
Ford,Accord,2011,59557,blue,CA,02:01.6,37009
Nissan,Altima,2013,33127,white,FL,02:01.6,26736
Chevrolet,Accord,2010,80428,red,CA,02:01.6,37518
Ford,Accord,2017,91701,blue,TX,02:01.6,40216
Toyota,Fusion,2011,21855,silver,NY,02:01.6,30217
Chevrolet,Altima,2014,31450,black,TX,02:01.6,37093
Nissan,Altima,2011,81203,silver,IL,02:01.6,19967
Nissan,Camry,2011,48230,silver,CA,02:01.6,30697
Ford,Cruze,2012,74771,black,FL,02:01.6,23515
Chevrolet,Fusion,2012,19214,black,CA,02:01.6,29632
Honda,Altima,2017,88529,blue,TX,02:01.6,38257
Honda,Cruze,2018,77840,white,TX,02:01.6,35296
Toyota,Cruze,2011,91148,blue,CA,02:01.6,48456
Nissan,Fusion,2015,98895,blue,FL,02:01.6,17338
Chevrolet,Cruze,2016,28854,silver,TX,02:01.6,11583
Toyota,Cruze,2013,97228,blue,NY,02:01.6,14953
Toyota,Altima,2016,59513,silver,TX,02:01.6,13817
Chevrolet,Camry,2010,50680,black,FL,02:01.6,33586
Chevrolet,Altima,2012,95859,white,NY,02:01.6,17736
Ford,Fusion,2014,45074,silver,CA,02:01.6,23006
Chevrolet,Cruze,2010,95625,silver,FL,02:01.6,23393
Toyota,Cruze,2016,70758,red,TX,02:01.6,48267
Chevrolet,Accord,2018,89305,red,IL,02:01.6,47240
Toyota,Accord,2016,72017,silver,NY,02:01.6,20621
Nissan,Altima,2014,48184,red,TX,02:01.6,26173
Ford,Accord,2012,11795,blue,CA,02:01.6,30494
Honda,Cruze,2015,80746,silver,CA,02:01.6,13727
Honda,Altima,2010,92062,blue,FL,02:01.6,18318
Honda,Cruze,2015,82788,white,TX,02:01.6,28422
Nissan,Camry,2012,97730,silver,CA,02:01.6,42837
Toyota,Cruze,2010,72591,red,NY,02:01.6,37387
Toyota,Altima,2015,13954,silver,TX,02:01.6,14794
Chevrolet,Fusion,2015,79162,blue,IL,02:01.6,30602
Honda,Altima,2011,46570,silver,NY,02:01.6,15269
Chevrolet,Cruze,2013,59673,white,IL,02:01.6,12425
Nissan,Altima,2010,91489,blue,NY,02:01.6,22121
Ford,Altima,2015,69110,red,NY,02:01.6,35961
Toyota,Altima,2010,84644,silver,NY,02:01.6,40651
Nissan,Fusion,2011,94724,red,FL,02:01.6,37585
Honda,Cruze,2010,21277,black,FL,02:01.6,39841
Nissan,Camry,2014,58569,black,CA,02:01.6,36427
Chevrolet,Camry,2017,26619,red,TX,02:01.6,41902
Honda,Camry,2018,93813,silver,TX,02:01.6,14436
Nissan,Altima,2017,33586,black,TX,02:01.6,18507
Honda,Altima,2010,43630,red,TX,02:01.6,11986
Toyota,Altima,2011,63049,blue,NY,02:01.6,33584
Toyota,Camry,2014,14908,silver,TX,02:01.6,23603
Honda,Camry,2013,51233,blue,NY,02:01.6,38750
Chevrolet,Camry,2013,94305,blue,IL,02:01.6,30688
Nissan,Camry,2010,51919,white,NY,02:01.6,26145
Ford,Camry,2014,65575,red,CA,02:01.6,39014
Nissan,Cruze,2016,79775,black,TX,02:01.6,36485
Ford,Camry,2012,48770,silver,NY,02:01.6,13418
Nissan,Altima,2013,88353,red,NY,02:01.6,32534
Honda,Camry,2012,65389,white,CA,02:01.6,32971
Ford,Accord,2014,59214,silver,IL,02:01.6,35763
Nissan,Fusion,2017,33364,silver,NY,02:01.6,25338
Toyota,Cruze,2013,65297,silver,NY,02:01.6,29544
Ford,Cruze,2017,81679,black,TX,02:01.6,45552
Ford,Camry,2017,32959,silver,FL,02:01.6,30744
Nissan,Camry,2015,20991,white,CA,02:01.6,31631
Nissan,Accord,2017,56042,silver,CA,02:01.6,25695
Chevrolet,Fusion,2011,96291,white,CA,02:01.6,14162
Nissan,Altima,2014,74416,black,NY,02:01.6,39246
Ford,Camry,2018,91366,blue,NY,02:01.6,37120
Nissan,Accord,2016,20713,white,NY,02:01.6,43452
Chevrolet,Fusion,2013,49065,blue,TX,02:01.6,36333
Chevrolet,Accord,2011,62369,blue,CA,02:01.6,49045
Chevrolet,Accord,2016,33463,blue,NY,02:01.6,45999
Chevrolet,Camry,2012,43439,black,CA,02:01.6,46104
Toyota,Accord,2012,25841,black,NY,02:01.6,39644
Ford,Fusion,2013,81317,black,TX,02:01.6,13777
Chevrolet,Altima,2011,74267,blue,FL,02:01.6,23944
Honda,Camry,2018,23531,white,IL,02:01.6,13192
Chevrolet,Fusion,2013,85581,black,NY,02:01.6,46080
Ford,Accord,2015,53918,white,FL,02:01.6,47521
Ford,Accord,2017,41481,blue,IL,02:01.6,25020
Honda,Accord,2016,93871,blue,NY,02:01.6,48770
Ford,Accord,2011,48039,white,TX,02:01.6,43219
Toyota,Cruze,2015,68976,blue,FL,02:01.6,11070
Chevrolet,Camry,2017,83164,blue,FL,02:01.6,23195
Nissan,Fusion,2015,57771,white,CA,02:01.6,49190
Toyota,Camry,2014,25765,red,TX,02:01.6,16753
Toyota,Camry,2018,84039,silver,IL,02:01.6,30971
Nissan,Camry,2015,82227,white,CA,02:01.6,10477
Toyota,Fusion,2017,84759,black,NY,02:01.6,49041
Nissan,Camry,2012,45104,white,TX,02:01.6,38794
Chevrolet,Camry,2013,74516,black,IL,02:01.6,43708
Nissan,Altima,2015,13593,black,TX,02:01.6,47805
Honda,Fusion,2018,72574,blue,NY,02:01.6,10032
Chevrolet,Cruze,2012,43151,white,FL,02:01.6,12897
Nissan,Camry,2015,85056,white,NY,02:01.6,38407
Toyota,Cruze,2012,73565,white,CA,02:01.6,35993
Chevrolet,Fusion,2017,14492,red,TX,02:01.6,37890
Nissan,Fusion,2015,38358,white,TX,02:01.6,46434
Toyota,Cruze,2018,55906,red,TX,02:01.6,27032
Toyota,Accord,2016,78195,white,CA,02:01.6,20105
Ford,Camry,2014,79015,blue,CA,02:01.6,24020
Chevrolet,Fusion,2015,10338,white,NY,02:01.6,46394
Nissan,Cruze,2013,58006,silver,TX,02:01.6,26557
Honda,Accord,2011,51305,red,FL,02:01.6,27601
Chevrolet,Fusion,2015,77641,silver,CA,02:01.6,31940
Ford,Cruze,2011,22766,red,FL,02:01.6,29061
Toyota,Accord,2010,59813,blue,TX,02:01.6,17062
Toyota,Accord,2014,17610,white,FL,02:01.6,22362
Honda,Altima,2017,74772,white,NY,02:01.6,48787
Nissan,Altima,2017,24050,blue,TX,02:01.6,30188
Chevrolet,Accord,2014,47978,red,FL,02:01.6,20689
Honda,Cruze,2015,63494,white,FL,02:01.6,30652
Honda,Cruze,2014,70439,white,NY,02:01.6,48293
Nissan,Fusion,2010,11982,silver,NY,02:01.6,37310
Nissan,Cruze,2018,40918,blue,TX,02:01.6,33264
Nissan,Cruze,2018,18472,black,CA,02:01.6,39237
Chevrolet,Altima,2016,81214,black,TX,02:01.6,34270
Nissan,Camry,2018,42181,silver,TX,02:01.6,19643
Toyota,Cruze,2010,65413,red,TX,02:01.6,37760
Toyota,Camry,2016,59216,blue,TX,02:01.6,48353
Chevrolet,Fusion,2017,51955,white,IL,02:01.6,25884
Honda,Camry,2012,49823,black,NY,02:01.6,25509
Ford,Cruze,2011,89164,blue,CA,02:01.6,18593
Ford,Altima,2012,17547,silver,CA,02:01.6,47126
Toyota,Altima,2017,42031,blue,NY,02:01.6,27236
Nissan,Fusion,2011,52880,white,CA,02:01.6,17117
Honda,Accord,2013,77826,blue,NY,02:01.6,36482
Chevrolet,Fusion,2011,94457,white,TX,02:01.6,22210
Toyota,Altima,2018,72348,red,FL,02:01.6,12722
Ford,Altima,2011,55029,red,FL,02:01.6,40237
Honda,Altima,2013,52329,silver,TX,02:01.6,41088
Toyota,Cruze,2017,34432,silver,IL,02:01.6,35864
Ford,Altima,2013,58884,red,NY,02:01.6,46446
Nissan,Camry,2016,54426,red,IL,02:01.6,31780
Chevrolet,Altima,2017,33598,silver,CA,02:01.6,29734
Honda,Accord,2017,66330,red,FL,02:01.6,27324
Ford,Fusion,2012,63400,white,TX,02:01.6,44163
Toyota,Fusion,2013,63749,blue,CA,02:01.6,14998
Nissan,Altima,2018,96846,black,FL,02:01.6,22390
Toyota,Camry,2014,17515,blue,FL,02:01.6,31659
Toyota,Camry,2014,12039,black,TX,02:01.6,45041
Honda,Camry,2015,20789,silver,FL,02:01.6,45564
Nissan,Camry,2016,15389,white,IL,02:01.6,25824
Chevrolet,Accord,2016,75296,red,CA,02:01.6,46715
Chevrolet,Accord,2014,93298,white,IL,02:01.6,16196
Ford,Accord,2014,24470,black,NY,02:01.6,30887
Honda,Fusion,2010,59729,black,NY,02:01.6,38162
Toyota,Accord,2013,28012,white,NY,02:01.6,19212
Chevrolet,Altima,2016,53028,blue,TX,02:01.6,42945
Honda,Altima,2011,66092,silver,TX,02:01.6,40552
Ford,Fusion,2015,36358,blue,NY,02:01.6,40823
Honda,Fusion,2014,51983,red,CA,02:01.6,22739
Ford,Altima,2015,40289,blue,CA,02:01.6,15493
Ford,Accord,2014,91900,red,FL,02:01.6,32512
Chevrolet,Fusion,2010,75831,silver,FL,02:01.6,38346
Ford,Altima,2018,63851,red,IL,02:01.6,18351
Toyota,Fusion,2011,18160,blue,CA,02:01.6,20903
Toyota,Camry,2011,81065,blue,NY,02:01.6,40197
Honda,Accord,2010,69035,blue,FL,02:01.6,10908
Nissan,Altima,2012,17511,black,NY,02:01.6,49787
Honda,Cruze,2015,84211,red,IL,02:01.6,32808
Honda,Camry,2013,43259,red,FL,02:01.6,11786
Nissan,Accord,2011,15912,blue,FL,02:01.6,38450
Nissan,Fusion,2016,35656,black,CA,02:01.6,15820
Toyota,Cruze,2013,34051,black,IL,02:01.6,28243
Honda,Cruze,2018,14870,black,TX,02:01.6,30989
Toyota,Accord,2010,28682,black,CA,02:01.6,12481
Toyota,Cruze,2017,94883,red,NY,02:01.6,20183
Toyota,Fusion,2014,70067,blue,CA,02:01.6,46444
Honda,Fusion,2014,44794,white,NY,02:01.6,10135
Nissan,Fusion,2015,76579,blue,CA,02:01.6,31080
Chevrolet,Accord,2010,26605,black,CA,02:01.6,46265
Chevrolet,Cruze,2010,31887,white,CA,02:01.6,15790
Chevrolet,Cruze,2015,67158,black,CA,02:01.6,12972
Chevrolet,Accord,2012,38744,black,CA,02:01.6,10635
Toyota,Camry,2012,54148,red,CA,02:01.6,33137
Honda,Cruze,2014,97116,black,NY,02:01.6,20256
Ford,Camry,2017,49078,silver,IL,02:01.6,41125
Toyota,Altima,2018,65052,white,NY,02:01.6,17325
Honda,Cruze,2014,99093,white,IL,02:01.6,32592
Chevrolet,Fusion,2014,82253,red,FL,02:01.6,39274
Nissan,Altima,2017,42568,black,TX,02:01.6,43324
Honda,Fusion,2014,81328,red,CA,02:01.6,49920
Nissan,Cruze,2010,16407,silver,NY,02:01.6,46581
Ford,Fusion,2014,14184,blue,CA,02:01.6,13957
Ford,Accord,2016,71204,white,NY,02:01.6,35277
Honda,Camry,2015,18206,silver,CA,02:01.6,49971
Nissan,Accord,2018,81487,blue,IL,02:01.6,24536
Ford,Cruze,2017,68806,silver,CA,02:01.6,49907
Toyota,Cruze,2014,77396,white,FL,02:01.6,34897
Chevrolet,Fusion,2017,99521,silver,TX,02:01.6,15731
Chevrolet,Accord,2012,76301,red,FL,02:01.6,33780
Ford,Altima,2013,42084,red,IL,02:01.6,24658
Ford,Altima,2017,87566,silver,NY,02:01.6,40385
Toyota,Altima,2014,91489,blue,NY,02:01.6,32079
Nissan,Altima,2016,67334,blue,CA,02:01.6,12486
Honda,Fusion,2013,22030,white,IL,02:01.6,45530
Chevrolet,Accord,2015,20853,red,FL,02:01.6,29465
Toyota,Fusion,2017,60814,red,FL,02:01.6,18831
Ford,Accord,2017,13043,white,NY,02:01.6,41413
Chevrolet,Accord,2011,57496,white,IL,02:01.6,33795
Chevrolet,Camry,2016,85237,silver,IL,02:01.6,11760
Toyota,Accord,2014,71700,blue,TX,02:01.6,30899
Ford,Fusion,2013,35849,red,IL,02:01.6,36146
Nissan,Cruze,2017,43372,black,IL,02:01.6,17555
Honda,Camry,2014,99415,red,IL,02:01.6,38072
Nissan,Cruze,2013,84500,black,CA,02:01.6,40181
Nissan,Altima,2013,69413,silver,TX,02:01.6,38136
Chevrolet,Altima,2014,68376,red,CA,02:01.6,37334
Toyota,Camry,2017,15737,white,NY,02:01.6,11435
Nissan,Camry,2018,32892,silver,NY,02:01.6,41914
Honda,Camry,2013,44379,red,NY,02:01.6,36515
Nissan,Altima,2016,71025,blue,FL,02:01.6,27368
Nissan,Altima,2011,73536,red,FL,02:01.6,44486
Honda,Fusion,2015,16957,blue,NY,02:01.6,37880
Honda,Accord,2013,37644,black,FL,02:01.6,10692
Ford,Accord,2018,96879,silver,TX,02:01.6,47473
Chevrolet,Fusion,2013,34137,blue,NY,02:01.6,10529
Toyota,Altima,2017,45588,red,CA,02:01.6,16357
Chevrolet,Accord,2015,23314,silver,NY,02:01.6,36571
Ford,Fusion,2014,46403,white,TX,02:01.6,38710
Ford,Altima,2015,75443,white,FL,02:01.6,26895
Toyota,Camry,2014,86860,silver,FL,02:01.6,17323
Chevrolet,Accord,2010,89400,blue,FL,02:01.6,33644
Chevrolet,Fusion,2017,64879,silver,CA,02:01.6,43126
Honda,Cruze,2014,37873,white,FL,02:01.6,46229
Nissan,Camry,2013,14718,blue,FL,02:01.6,27729
Toyota,Accord,2015,78651,black,IL,02:01.6,34246
Nissan,Accord,2016,57259,red,CA,02:01.6,22826
Nissan,Cruze,2012,57955,blue,IL,02:01.6,41278
Honda,Cruze,2011,90097,black,TX,02:01.6,10796
Toyota,Accord,2012,73387,white,TX,02:01.6,27021
Ford,Altima,2010,57712,white,NY,02:01.6,40595
Toyota,Accord,2012,63127,red,IL,02:01.6,23615
Chevrolet,Camry,2017,96608,red,NY,02:01.6,16855
Ford,Altima,2017,48626,blue,TX,02:01.6,17012
Nissan,Camry,2014,92009,white,IL,02:01.6,44695
Chevrolet,Cruze,2014,91902,black,NY,02:01.6,42524
Honda,Accord,2012,53192,red,TX,02:01.6,44222
Ford,Cruze,2013,83531,red,FL,02:01.6,36058
Nissan,Cruze,2015,52492,white,TX,02:01.6,31701
Nissan,Accord,2012,29329,white,CA,02:01.6,25319
Nissan,Cruze,2010,14612,blue,IL,02:01.6,41832
Nissan,Cruze,2017,42281,black,FL,02:01.6,38804
Toyota,Fusion,2017,40878,red,NY,02:01.6,45041
Toyota,Altima,2013,35962,red,CA,02:01.6,21950
Chevrolet,Cruze,2012,27076,silver,CA,02:01.6,13663
Toyota,Cruze,2015,13455,silver,IL,02:01.6,10022
Nissan,Accord,2013,79645,white,IL,02:01.6,27302
Ford,Fusion,2017,45278,red,NY,02:01.6,37901
Nissan,Altima,2011,49996,red,FL,02:01.6,39766
Ford,Camry,2015,56036,red,CA,02:01.6,41239
Chevrolet,Camry,2011,44403,black,TX,02:01.6,32807
Nissan,Fusion,2013,87512,white,FL,02:01.6,45667
Honda,Cruze,2017,58173,white,CA,02:01.6,36523
Chevrolet,Cruze,2015,44669,blue,IL,02:01.6,31552
Toyota,Cruze,2012,13828,blue,CA,02:01.6,23405
Toyota,Accord,2015,45721,white,FL,02:01.6,31110
Chevrolet,Altima,2014,77003,red,FL,02:01.6,39335
Nissan,Camry,2012,34280,red,CA,02:01.6,48619
Honda,Accord,2016,81176,white,IL,02:01.6,24038
Ford,Altima,2010,87052,black,FL,02:01.6,37013
Nissan,Altima,2015,32626,black,NY,02:01.6,35991
Ford,Camry,2017,34308,white,IL,02:01.6,19112
Toyota,Cruze,2013,39523,black,NY,02:01.6,11628
Nissan,Fusion,2010,78061,white,CA,02:01.6,39701
Honda,Camry,2011,37028,blue,CA,02:01.6,11859
Ford,Altima,2011,63702,blue,IL,02:01.6,10822
Toyota,Camry,2015,32245,silver,FL,02:01.6,46032
Honda,Accord,2012,65124,black,TX,02:01.6,10319
Nissan,Fusion,2012,81296,red,FL,02:01.6,29894
Nissan,Altima,2018,46644,black,NY,02:01.6,41213
Ford,Cruze,2017,58032,white,CA,02:01.6,33236
Toyota,Camry,2016,92396,silver,IL,02:01.6,16615
Ford,Altima,2011,29008,black,FL,02:01.6,30488
Ford,Cruze,2015,17744,white,FL,02:01.6,36172
Chevrolet,Cruze,2011,98571,white,CA,02:01.6,44999
Ford,Accord,2017,70597,white,IL,02:01.6,10697
Ford,Camry,2017,68513,black,FL,02:01.6,17094
Ford,Fusion,2015,82505,white,CA,02:01.6,12102
Toyota,Cruze,2015,17201,red,CA,02:01.6,15484
Toyota,Cruze,2018,32930,red,IL,02:01.6,42285
Honda,Fusion,2014,43764,black,TX,02:01.6,34087
Ford,Altima,2016,15999,black,FL,02:01.6,19003
Ford,Accord,2013,76917,silver,CA,02:01.6,42116
Toyota,Accord,2015,17637,black,TX,02:01.6,29111
Toyota,Cruze,2015,97559,silver,FL,02:01.6,38738
Ford,Accord,2013,81955,red,FL,02:01.6,12331
Ford,Cruze,2012,66365,black,NY,02:01.6,29545
Nissan,Camry,2010,53007,red,NY,02:01.6,31438
Honda,Cruze,2013,62284,silver,TX,02:01.6,14828
Toyota,Accord,2012,62878,silver,FL,02:01.6,48888
Nissan,Cruze,2016,45529,black,NY,02:01.6,46290
Chevrolet,Accord,2013,72170,black,FL,02:01.6,33688
Toyota,Altima,2015,26405,black,NY,02:01.6,23696
Nissan,Altima,2014,85932,blue,CA,02:01.6,43429
Toyota,Accord,2010,39521,silver,NY,02:01.6,19403
Chevrolet,Cruze,2017,55406,silver,FL,02:01.6,28971
Toyota,Fusion,2014,44613,blue,FL,02:01.6,48339
Honda,Accord,2017,58552,black,CA,02:01.6,29308
Chevrolet,Camry,2013,57696,red,FL,02:01.6,12180
Chevrolet,Accord,2015,98738,blue,FL,02:01.6,47147
Toyota,Camry,2017,62079,red,NY,02:01.6,19363
Ford,Cruze,2015,17092,black,FL,02:01.6,16903
Nissan,Fusion,2014,96681,silver,IL,02:01.6,41438
Ford,Cruze,2014,98661,blue,FL,02:01.6,34128
Nissan,Altima,2015,39523,white,NY,02:01.6,14722
Ford,Cruze,2018,12416,red,CA,02:01.6,32626
Honda,Camry,2010,35263,blue,IL,02:01.6,27678
Ford,Altima,2015,39683,black,FL,02:01.6,44269
Ford,Fusion,2011,56074,white,IL,02:01.6,43061
Nissan,Fusion,2018,82732,blue,TX,02:01.6,30463
Chevrolet,Fusion,2017,73934,blue,NY,02:01.6,30651
Nissan,Altima,2015,13040,red,FL,02:01.6,11644
Chevrolet,Altima,2018,77343,blue,CA,02:01.6,38677
Ford,Cruze,2010,33224,silver,IL,02:01.6,33353
Honda,Altima,2014,57836,black,CA,02:01.6,34040
Chevrolet,Accord,2013,45487,silver,CA,02:01.6,46341
Nissan,Altima,2011,58609,silver,TX,02:01.6,40758
Chevrolet,Accord,2013,43067,black,IL,02:01.6,18228
Ford,Accord,2018,60310,black,IL,02:01.6,36705
Chevrolet,Altima,2011,45148,silver,IL,02:01.6,14041
Chevrolet,Fusion,2015,90755,blue,CA,02:01.6,32967
Ford,Camry,2015,71922,red,NY,02:01.6,17576
Honda,Cruze,2012,34351,white,TX,02:01.6,17846
Chevrolet,Cruze,2012,49033,silver,CA,02:01.6,32056
Chevrolet,Fusion,2011,27215,red,FL,02:01.6,48441
Honda,Fusion,2017,33834,silver,CA,02:01.6,23886
Toyota,Fusion,2014,84608,red,TX,02:01.6,15644
Ford,Altima,2014,78013,white,CA,02:01.6,37398
Honda,Altima,2011,97849,silver,FL,02:01.6,22338
Chevrolet,Accord,2016,10746,white,IL,02:01.6,10719
Nissan,Fusion,2014,51588,blue,NY,02:01.6,26237
Toyota,Fusion,2013,80077,white,CA,02:01.6,23483
Honda,Accord,2014,87613,white,TX,02:01.6,12640
Chevrolet,Accord,2013,64572,red,IL,02:01.6,38058
Chevrolet,Fusion,2013,30864,blue,CA,02:01.6,13811
Ford,Camry,2017,82334,blue,FL,02:01.6,38666
Toyota,Altima,2013,77133,black,IL,02:01.6,11286
Honda,Accord,2018,36610,red,TX,02:01.6,24300
Ford,Cruze,2016,49853,red,FL,02:01.6,39324
Chevrolet,Altima,2015,51912,red,NY,02:01.6,30350
Toyota,Cruze,2013,25133,blue,TX,02:01.6,26020
Ford,Fusion,2014,86633,white,TX,02:01.6,16085
Honda,Altima,2012,69083,silver,TX,02:01.6,33518
Toyota,Accord,2011,89020,black,IL,02:01.6,33420
Nissan,Fusion,2011,43679,black,CA,02:01.6,25434
Toyota,Accord,2012,38167,white,CA,02:01.6,24342
Toyota,Camry,2017,78493,black,TX,02:01.6,34265
Chevrolet,Accord,2011,65871,red,TX,02:01.6,13308
Ford,Fusion,2011,43104,black,CA,02:01.6,18993
Ford,Accord,2011,62908,black,CA,02:01.6,30435
